40.08; 16.60; 19.48; -1.00; 19.48; 28.34; 0.00
18.25; 15.95; 18.16; 18.25; 18.16; 17.10; 18.20
18.25; 15.95; 18.62; 18.25; 18.25; 17.29; 18.25
18.25; 15.97; 17.75; 18.25; 17.75; 17.11; 18.00
18.66; 15.97; 17.73; 18.66; 17.73; 17.31; 17.73
18.66; 15.97; 17.73; 18.66; 17.73; 17.31; 17.73
17.78; 15.95; 17.75; 17.78; 17.75; 16.87; 17.77
17.78; 15.97; 17.73; 17.78; 17.73; 16.88; 17.76
17.78; 15.97; 17.75; 17.78; 17.75; 16.88; 17.77
18.66; 15.95; 17.73; 18.66; 17.73; 17.30; 17.73
19.59; 12.66; 16.84; -1.00; 16.84; 16.12; 16.84
20.36; 17.25; 17.73; 17.25; 17.73; 18.80; 17.73
270.23; 17.24; 17.73; 17.24; 17.73; 143.73; 0.00
20.89; 18.52; 147.97; -1.00; 20.89; 83.25; 0.00
3393.59; 17.24; 148.30; -1.00; 148.30; 1705.41; 0.00
18.76; 18.52; 147.52; 18.76; 18.76; 83.02; 0.00
20.01; 15.97; 11.28; -1.00; 15.97; 15.65; 15.97
35.81; 16.28; 17.20; 16.28; 17.20; 26.04; 0.00
18.99; 15.97; 17.27; -1.00; 17.27; 17.48; 17.27
19.55; 15.95; 16.84; 15.95; 16.84; 17.75; 16.84
19.55; 15.95; 16.84; 15.95; 16.84; 17.75; 16.84
17.80; 16.28; 16.77; 16.28; 16.77; 17.04; 16.95
70.45; 59.29; 109.52; -1.00; 70.45; 84.40; 0.00
77.26; 64.98; 78.63; -1.00; 77.26; 71.81; 0.00
76.52; 75.99; 75.32; 76.52; 75.99; 75.92; 75.95
74.62; 36.79; 107.98; -1.00; 74.62; 72.38; 0.00
3391.82; 34.69; 1197.46; -1.00; 1197.46; 1713.26; 0.00
3388.89; 24.99; 1197.09; -1.00; 1197.09; 1706.94; 0.00
3410.50; 73.57; 1196.86; -1.00; 1196.86; 1742.04; 0.00
80.52; 28.97; 1197.09; -1.00; 80.52; 613.03; 0.00
3407.17; 19.17; 1197.19; -1.00; 1197.19; 1713.17; 0.00
76.32; 20.77; 1197.19; -1.00; 76.32; 608.98; 0.00
3404.27; 21.30; 1196.81; -1.00; 1196.81; 1712.79; 0.00
77.96; 75.99; 1197.09; -1.00; 77.96; 636.54; 0.00
25.09; 22.05; 1197.02; -1.00; 25.09; 609.54; 0.00
24.37; 66.39; 1196.92; -1.00; 66.39; 610.64; 0.00
3450.05; 22.66; 1197.38; -1.00; 1197.38; 1736.35; 0.00
25.97; 23.24; 111.51; -1.00; 25.97; 67.37; 0.00
3402.59; 23.14; 1196.95; -1.00; 1196.95; 1712.86; 0.00
80.85; 22.05; 1197.28; -1.00; 80.85; 609.67; 0.00
3400.95; 37.73; 110.77; -1.00; 110.77; 1719.34; 0.00
24.03; 22.55; 1196.97; -1.00; 24.03; 609.76; 0.00
3389.39; 62.44; 1196.86; -1.00; 1196.86; 1725.92; 0.00
