25.02; 22.05; 1196.71; -1.00; 25.02; 609.38; 0.00
3350.42; 22.57; 1197.05; -1.00; 1197.05; 1686.50; 0.00
24.30; 65.12; 1196.78; -1.00; 65.12; 610.54; 0.00
3377.37; 65.56; 1197.10; -1.00; 1197.10; 1721.47; 0.00
24.82; 65.87; 1196.93; -1.00; 65.87; 610.87; 0.00
3360.46; 65.12; 1196.74; -1.00; 1196.74; 1712.79; 0.00
78.82; 24.61; 1197.31; -1.00; 78.82; 610.96; 0.00
3443.46; 24.71; 1196.86; -1.00; 1196.86; 1734.09; 0.00
23.96; 64.30; 1196.90; -1.00; 64.30; 610.43; 0.00
3400.18; 65.15; 1197.04; -1.00; 1197.04; 1732.66; 0.00
76.75; 24.71; 1197.10; -1.00; 76.75; 610.91; 0.00
3392.72; 24.71; 1196.86; -1.00; 1196.86; 1708.71; 0.00
25.23; 24.61; 1196.95; 25.23; 25.23; 610.78; 0.00
3425.83; 23.74; 1197.05; -1.00; 1197.05; 1724.78; 0.00
79.25; 23.84; 1196.68; -1.00; 79.25; 610.26; 0.00
3436.50; 24.61; 1196.88; -1.00; 1196.88; 1730.56; 0.00
80.91; 24.71; 1196.92; -1.00; 80.91; 610.81; 0.00
3388.43; 21.75; 1196.92; -1.00; 1196.92; 1705.09; 0.00
76.88; 23.74; 1197.04; -1.00; 76.88; 610.39; 0.00
3405.29; 64.74; 1196.90; -1.00; 1196.90; 1735.01; 0.00
23.44; 64.83; 1196.73; -1.00; 64.83; 610.09; 0.00
3399.20; 64.72; 1196.93; -1.00; 1196.93; 1731.96; 0.00
23.55; 64.30; 1197.07; -1.00; 64.30; 610.31; 0.00
3411.77; 64.83; 1196.80; -1.00; 1196.80; 1738.30; 0.00
23.98; 64.74; 1196.88; -1.00; 64.74; 610.43; 0.00
3428.71; 64.42; 1196.35; -1.00; 1196.35; 1746.56; 0.00
23.87; 64.30; 1196.93; -1.00; 64.30; 610.40; 0.00
3390.66; 22.96; 1196.98; -1.00; 1196.98; 1706.81; 0.00
65.70; 60.20; 108.20; -1.00; 65.70; 84.20; 0.00
69.08; 59.90; 104.48; -1.00; 69.08; 82.19; 0.00
69.53; 60.30; 105.34; -1.00; 69.53; 82.82; 0.00
70.74; 59.89; 106.93; -1.00; 70.74; 83.41; 0.00
25.54; 22.67; 107.70; -1.00; 25.54; 65.19; 0.00
25.23; 20.36; 113.53; -1.00; 25.23; 66.95; 0.00
3415.80; 802.48; 18.33; -1.00; 802.48; 1717.07; 0.00
20.46; 16.93; 1196.64; -1.00; 20.46; 606.78; 0.00
3402.10; 19.48; 1197.17; -1.00; 1197.17; 1710.79; 0.00
20.17; 16.60; 1196.97; -1.00; 20.17; 606.78; 0.00
45.74; 43.30; 43.87; 43.30; 43.87; 44.52; 43.87
45.86; 42.79; 43.77; 42.79; 43.77; 44.32; 43.77
45.74; 43.30; 43.87; 43.30; 43.87; 44.52; 43.87
45.84; 43.17; 43.77; 43.17; 43.77; 44.50; 43.77
45.74; 42.88; 43.87; 42.88; 43.87; 44.31; 43.87
45.77; 42.89; 43.75; 42.89; 43.75; 44.33; 43.75
46.20; 42.77; 44.26; -1.00; 44.26; 44.49; 44.26
46.20; 42.89; 43.75; 42.89; 43.75; 44.55; 43.75
45.76; 42.79; 43.85; -1.00; 43.85; 44.27; 43.85
45.76; 43.30; 44.16; 43.30; 44.16; 44.53; 44.16
45.29; 42.79; 43.20; 42.79; 43.20; 44.04; 43.00
28.02; 25.88; 30.01; -1.00; 28.02; 27.95; 28.02
21.83; 20.46; 21.92; 21.83; 21.83; 21.19; 21.40
22.09; 20.36; 21.81; 22.09; 21.81; 21.22; 21.95
22.19; 19.48; 21.03; -1.00; 21.03; 20.84; 21.03
22.09; 20.36; 21.33; 22.09; 21.33; 21.22; 21.26
22.19; 20.46; 21.51; 22.19; 21.51; 21.33; 21.39
22.19; 20.34; 21.81; 22.19; 21.81; 21.27; 22.00
22.19; 20.44; 21.45; 22.19; 21.45; 21.32; 21.36
22.09; 20.34; 21.33; 22.09; 21.33; 21.21; 21.25
22.19; 20.44; 21.92; 22.19; 21.92; 21.32; 22.05
22.07; 20.34; 21.92; 22.07; 21.92; 21.21; 21.99
22.59; 20.44; 21.03; 20.44; 21.03; 21.51; 20.73
22.07; 20.44; 21.45; 22.07; 21.45; 21.26; 21.32
22.17; 20.44; 21.51; 22.17; 21.51; 21.31; 21.37
22.07; 20.44; 21.51; 22.07; 21.51; 21.26; 21.34
22.23; 20.44; 21.51; 22.23; 21.51; 21.33; 21.39
22.11; 20.46; 21.44; 22.11; 21.44; 21.28; 21.33
22.62; 20.44; 21.87; 22.62; 21.87; 21.53; 22.24
22.48; 20.46; 21.87; 22.48; 21.87; 21.47; 22.17
22.16; 20.46; 21.81; 22.16; 21.81; 21.31; 21.99
22.21; 20.46; 21.49; 22.21; 21.49; 21.33; 21.39
22.21; 20.46; 21.39; 22.21; 21.39; 21.33; 21.35
22.21; 20.46; 21.93; 22.21; 21.93; 21.33; 22.07
22.21; 20.41; 21.83; 22.21; 21.83; 21.31; 22.02
22.21; 20.46; 21.93; 22.21; 21.93; 21.33; 22.07
22.09; 20.36; 21.92; 22.09; 21.92; 21.22; 22.00
22.19; 20.44; 21.44; 22.19; 21.44; 21.32; 21.36
